Food,Food_de,(+)-Catechin,(+)-Catechin 3-O-gallate,(+)-Catechin 3-O-glucose,(+)-Gallocatechin,(+)-Gallocatechin 3-O-gallate,(-)-Epicatechin,(-)-Epicatechin 3-O-gallate,(-)-Epicatechin-(2a-7)(4a-8)-epicatechin 3-O-galactoside,(-)-Epigallocatechin,(-)-Epigallocatechin 3-O-gallate,Flavan-3-ols (Sum),02 mers,03 mers,04-06 mers,07-10 mers,"1,2'-Disinapoyl-2-feruloylgentiobiose","1,2,2'-Triferuloylgentiobiose","1,2,2'-Trisinapoylgentiobiose","1,2-Diferuloylgentiobiose","1,2-Disinapoylgentiobiose","1,4-Naphtoquinone",1-Acetoxypinoresinol,"1-Sinapoyl-2,2'-diferuloylgentiobiose",1-Sinapoyl-2-feruloylgentiobiose,"2,3-Dihydroxy-1-guaiacylpropanone","2,3-Dihydroxybenzoic acid","2,4-Dihydroxybenzoic acid","2,5-di-S-Glutathionyl caftaric acid","2,6-Dihydroxybenzoic acid",2-Hydroxybenzoic acid,2-Methoxy-5-prop-1-enylphenol,2-S-Glutathionyl caftaric acid,24-Methylcholestanol ferulate,24-Methylcholesterol ferulate,24-Methylenecholestanol ferulate,24-Methyllathosterol ferulate,"3,4-DHPEA-AC","3,4-DHPEA-EA","3,4-DHPEA-EDA","3,4-Dicaffeoylquinic acid","3,4-Diferuloylquinic acid","3,4-Dihydroxyphenylacetic acid","3,4-Dihydroxyphenylglycol","3,5-Dicaffeoylquinic acid","3,5-Diferuloylquinic acid","3,5-Dihydroxybenzoic acid","3,7-Dimethylquercetin",3-Caffeoylquinic acid,3-Feruloylquinic acid,3-Hydroxybenzoic acid,3-Hydroxyphloretin 2'-O-glucoside,3-Hydroxyphloretin 2'-O-xylosyl-glucoside,3-Methoxyacetophenone,3-Methoxynobiletin,3-Methoxysinensetin,3-Methylcatechol,3-Sinapoylquinic acid,3-p-Coumaroylquinic acid,"4,5-Dicaffeoylquinic acid",4-Caffeoylquinic acid,4-Ethylcatechol,4-Ethylguaiacol,4-Ethylphenol,4-Feruloylquinic acid,4-Hydroxybenzaldehyde,4-Hydroxybenzoic acid,4-Hydroxybenzoic acid 4-O-glucoside,4-Hydroxycoumarin,4-Hydroxyphenylacetic acid,4-Methylcatechol,4-Sinapoylquinic acid,4-Vinylguaiacol,4-Vinylphenol,4-Vinylsyringol,4-p-Coumaroylquinic acid,"5,3',4'-Trihydroxy-3-methoxy-6:7-methylenedioxyflavone 4'-O-glucuronide","5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone 4'-O-glucuronide","5,6-Dihydroxy-7,8,3',4'-tetramethoxyflavone",5-5'-Dehydrodiferulic acid,5-8'-Benzofuran dehydrodiferulic acid,5-8'-Dehydrodiferulic acid,5-Caffeoylquinic acid,5-Feruloylquinic acid,5-Heneicosenylresorcinol,5-Heneicosylresorcinol,5-Heptadecylresorcinol,5-Nonadecenylresorcinol,5-Nonadecylresorcinol,5-O-Galloylquinic acid,5-Pentacosenylresorcinol,5-Pentacosylresorcinol,5-Pentadecylresorcinol,5-Sinapoylquinic acid,5-Tricosenylresorcinol,5-Tricosylresorcinol,5-p-Coumaroylquinic acid,6''-O-Acetyldaidzin,6''-O-Acetylgenistin,6''-O-Acetylglycitin,6''-O-Malonyldaidzin,6''-O-Malonylgenistin,6''-O-Malonylglycitin,"6,8-Dihydroxykaempferol",6-Geranylnaringenin,6-Hydroxyluteolin,6-Hydroxyluteolin 7-O-rhamnoside,6-Prenylnaringenin,"7,3',4'-Trihydroxyflavone","7,4'-Dihydroxyflavone",7-Hydroxymatairesinol,7-Hydroxysecoisolariciresinol,7-Oxomatairesinol,8-O-4'-Dehydrodiferulic acid,8-Prenylnaringenin,Acetyl eugenol,Anethole,Anhydro-secoisolariciresinol,"Anthocyanins, total",Apigenin,"Apigenin 6,8-C-arabinoside-C-glucoside","Apigenin 6,8-C-galactoside-C-arabinoside","Apigenin 6,8-di-C-glucoside",Apigenin 6-C-glucoside,Apigenin 7-O-(6''-malonyl-apiosyl-glucoside),Apigenin 7-O-apiosyl-glucoside,Apigenin 7-O-diglucuronide,Apigenin 7-O-glucoside,Apigenin 7-O-glucuronide,Arbutin,Arctigenin,Avenanthramide 2c,Avenanthramide 2f,Avenanthramide 2p,Avenanthramide K,Baicalein,Benzoic acid,Bergapten,Biochanin A,Bisdemethoxycurcumin,Butein,Caffeic acid,Caffeic acid 4-O-glucoside,Caffeic acid ethyl ester,Caffeoyl aspartic acid,Caffeoyl glucose,Caffeoyl tartaric acid,Carnosic acid,Carnosol,Carvacrol,Catechol,Chicoric acid,Chrysin,Chrysoeriol 7-O-(6''-malonyl-apiosyl-glucoside),Chrysoeriol 7-O-(6''-malonyl-glucoside),Chrysoeriol 7-O-apiosyl-glucoside,Chrysoeriol 7-O-glucoside,Cinnamic acid,Cinnamoyl glucose,Cinnamtannin A2,Cirsilineol,Cirsimaritin,Conidendrin,Coumarin,Coumestrol,Curcumin,Cyanidin,"Cyanidin 3,5-O-diglucoside",Cyanidin 3-O-(6''-acetyl-galactoside),Cyanidin 3-O-(6''-acetyl-glucoside),Cyanidin 3-O-(6''-caffeoyl-glucoside),Cyanidin 3-O-(6''-dioxalyl-glucoside),Cyanidin 3-O-(6''-malonyl-3''-glucosyl-glucoside),Cyanidin 3-O-(6''-malonyl-glucoside),Cyanidin 3-O-(6''-p-coumaroyl-glucoside),Cyanidin 3-O-(6''-succinyl-glucoside),Cyanidin 3-O-arabinoside,Cyanidin 3-O-galactoside,Cyanidin 3-O-glucoside,Cyanidin 3-O-glucosyl-rutinoside,Cyanidin 3-O-rutinoside,Cyanidin 3-O-sambubioside,Cyanidin 3-O-sambubioside 5-O-glucoside,Cyanidin 3-O-sophoroside,Cyanidin 3-O-xyloside,Cyanidin 3-O-xylosyl-rutinoside,Cyclolariciresinol,Daidzein,Daidzin,"Delphinidin 3,5-O-diglucoside",Delphinidin 3-O-(6''-acetyl-galactoside),Delphinidin 3-O-(6''-acetyl-glucoside),Delphinidin 3-O-(6''-p-coumaroyl-glucoside),Delphinidin 3-O-arabinoside,Delphinidin 3-O-feruloyl-glucoside,Delphinidin 3-O-galactoside,Delphinidin 3-O-glucoside,Delphinidin 3-O-glucosyl-glucoside,Delphinidin 3-O-rutinoside,Delphinidin 3-O-sambubioside,Delphinidin 3-O-xyloside,Demethoxycurcumin,Demethyloleuropein,Didymin,Dihydro-p-coumaric acid,Dihydrocaffeic acid,Dihydromyricetin 3-O-rhamnoside,Dihydroquercetin,Dihydroquercetin 3-O-rhamnoside,Dimethylmatairesinol,Diosmin,Ellagic acid,Ellagic acid acetyl-arabinoside,Ellagic acid acetyl-xyloside,Ellagic acid arabinoside,Ellagic acid glucoside,Epirosmanol,Episesamin,Episesaminol,Eriocitrin,Eriodictyol,Eriodictyol 7-O-glucoside,Esculetin,Esculin,Estragole,Eugenol,Eupatorin,Ferulaldehyde,Ferulic acid,Ferulic acid 4-O-glucoside,Feruloyl glucose,Feruloyl tartaric acid,Formononetin,Galangin,Gallic acid,Gallic acid 3-O-gallate,Gallic acid 4-O-glucoside,Gallic acid ethyl ester,Gallic aldehyde,Galloyl glucose,Gardenin B,Genistein,Genistin,Gentisic acid,Geraldone,Glycitein,Glycitin,Guaiacol,Hesperetin,Hesperidin,Hispidulin,Homovanillic acid,Homoveratric acid,Hydroxycaffeic acid,Hydroxytyrosol,Hydroxytyrosol 4-O-glucoside,Isoferulic acid,Isohydroxymatairesinol,Isolariciresinol,Isopimpinellin,Isorhamnetin,Isorhamnetin 3-O-galactoside,Isorhamnetin 3-O-glucoside,Isorhamnetin 3-O-glucoside 7-O-rhamnoside,Isorhamnetin 3-O-glucuronide,Isorhamnetin 3-O-rutinoside,Isorhamnetin 4'-O-glucoside,Isorhamnetin 7-O-rhamnoside,Isorhoifolin,Isoxanthohumol,Jaceidin 4'-O-glucuronide,Jaceosidin,Juglone,Kaempferide,Kaempferol,"Kaempferol 3,7,4'-O-triglucoside","Kaempferol 3,7-O-diglucoside",Kaempferol 3-O-(2''-rhamnosyl-6''-acetyl-galactoside) 7-O-rhamnoside,Kaempferol 3-O-(2''-rhamnosyl-galactoside) 7-O-rhamnoside,"Kaempferol 3-O-(6""-malonyl-glucoside)",Kaempferol 3-O-(6''-acetyl-galactoside) 7-O-rhamnoside,Kaempferol 3-O-acetyl-glucoside,Kaempferol 3-O-galactoside,Kaempferol 3-O-galactoside 7-O-rhamnoside,Kaempferol 3-O-glucoside,Kaempferol 3-O-glucosyl-rhamnosyl-galactoside,Kaempferol 3-O-glucosyl-rhamnosyl-glucoside,Kaempferol 3-O-glucuronide,Kaempferol 3-O-rhamnoside,Kaempferol 3-O-rhamnosyl-rhamnosyl-glucoside,Kaempferol 3-O-rutinoside,Kaempferol 3-O-sophoroside,Kaempferol 3-O-sophoroside 7-O-glucoside,Kaempferol 3-O-xylosyl-glucoside,Kaempferol 3-O-xylosyl-rutinoside,Kaempferol 7-O-glucoside,Lambertianin C,Lariciresinol,Lariciresinol-sesquilignan,Ligstroside,Ligstroside-aglycone,Luteolin,Luteolin 6-C-glucoside,Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside,Luteolin 7-O-(2-apiosyl-glucoside),Luteolin 7-O-diglucuronide,Luteolin 7-O-glucoside,Luteolin 7-O-glucuronide,Luteolin 7-O-malonyl-glucoside,Luteolin 7-O-rutinoside,"Malvidin 3,5-O-diglucoside",Malvidin 3-O-(6''-acetyl-galactoside),Malvidin 3-O-(6''-acetyl-glucoside),Malvidin 3-O-(6''-caffeoyl-glucoside),Malvidin 3-O-(6''-p-coumaroyl-glucoside),Malvidin 3-O-arabinoside,Malvidin 3-O-galactoside,Malvidin 3-O-glucoside,Matairesinol,Medioresinol,Mellein,Methoxyphenylacetic acid,Methylgalangin,Morin,Myricetin,Myricetin 3-O-arabinoside,Myricetin 3-O-galactoside,Myricetin 3-O-glucoside,Myricetin 3-O-rhamnoside,Myricetin 3-O-rutinoside,Naringenin,Naringenin 7-O-glucoside,Naringin,Naringin 4'-O-glucoside,Naringin 6'-malonate,Narirutin,Narirutin 4'-O-glucoside,Neodiosmin,Neoeriocitrin,Neohesperidin,Nepetin,Nobiletin,Nortrachelogenin,Oleoside 11-methylester,Oleoside dimethylester,Oleuropein,Oleuropein-aglycone,Pallidol,Patuletin 3-O-(2''-feruloylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside,Patuletin 3-O-glucosyl-(1->6)-[apiosyl(1->2)]-glucoside,Pebrellin,Pelargonidin,"Pelargonidin 3,5-O-diglucoside",Pelargonidin 3-O-(6''-malonyl-glucoside),Pelargonidin 3-O-(6''-succinyl-glucoside),Pelargonidin 3-O-arabinoside,Pelargonidin 3-O-galactoside,Pelargonidin 3-O-glucoside,Pelargonidin 3-O-glucosyl-rutinoside,Pelargonidin 3-O-rutinoside,Pelargonidin 3-O-sambubioside,Pelargonidin 3-O-sophoroside,Peonidin,Peonidin 3-O-(6''-acetyl-galactoside),Peonidin 3-O-(6''-acetyl-glucoside),Peonidin 3-O-(6''-p-coumaroyl-glucoside),Peonidin 3-O-arabinoside,Peonidin 3-O-galactoside,Peonidin 3-O-glucoside,Peonidin 3-O-rutinoside,"Petunidin 3,5-O-diglucoside",Petunidin 3-O-(6''-acetyl-galactoside),Petunidin 3-O-(6''-acetyl-glucoside),Petunidin 3-O-(6''-p-coumaroyl-glucoside),Petunidin 3-O-arabinoside,Petunidin 3-O-galactoside,Petunidin 3-O-glucoside,Petunidin 3-O-rhamnoside,Petunidin 3-O-rutinoside,Phenol,Phloretin,Phloretin 2'-O-xylosyl-glucoside,Phloridzin,Phlorin,Piceatannol,Piceatannol 3-O-glucoside,Pigment A,Pinocembrin,Pinoresinol,Pinosylvin,Pinotin A,Polymers (>10 mers),Poncirin,Procyanidin dimer B1,Procyanidin dimer B2,Procyanidin dimer B3,Procyanidin dimer B4,Procyanidin dimer B5,Procyanidin dimer B7,Procyanidin trimer C1,Procyanidin trimer C2,Procyanidin trimer EEC,Procyanidin trimer T2,Prodelphinidin dimer B3,Prodelphinidin trimer C-GC-C,Prodelphinidin trimer GC-C-C,Prodelphinidin trimer GC-GC-C,Protocatechuic acid,Protocatechuic acid 4-O-glucoside,Protocatechuic aldehyde,Psoralen,Pterostilbene,Punicalagin,Pyrogallol,Quercetin,"Quercetin 3,4'-O-diglucoside","Quercetin 3-O-(6""-malonyl-glucoside)","Quercetin 3-O-(6""-malonyl-glucoside) 7-O-glucoside",Quercetin 3-O-(6''-acetyl-galactoside) 7-O-rhamnoside,Quercetin 3-O-acetyl-rhamnoside,Quercetin 3-O-arabinoside,Quercetin 3-O-galactoside,Quercetin 3-O-galactoside 7-O-rhamnoside,Quercetin 3-O-glucoside,Quercetin 3-O-glucosyl-rhamnosyl-galactoside,Quercetin 3-O-glucosyl-rhamnosyl-glucoside,Quercetin 3-O-glucosyl-xyloside,Quercetin 3-O-glucuronide,Quercetin 3-O-rhamnoside,Quercetin 3-O-rhamnosyl-galactoside,Quercetin 3-O-rhamnosyl-rhamnosyl-glucoside,Quercetin 3-O-rutinoside,Quercetin 3-O-sophoroside,Quercetin 3-O-xyloside,Quercetin 3-O-xylosyl-glucuronide,Quercetin 3-O-xylosyl-rutinoside,Quercetin 4'-O-glucoside,"Quercetin 7,4'-O-diglucoside",Resveratrol,Resveratrol 3-O-glucoside,Resveratrol 5-O-glucoside,Rhamnetin,Rhoifolin,Rhoifolin 4'-O-glucoside,Rosmadial,Rosmanol,Rosmarinic acid,Sakuranetin,Sanguiin H-6,Schottenol ferulate,Scopoletin,Scutellarein,Secoisolariciresinol,Secoisolariciresinol-sesquilignan,Sesamin,Sesaminol,Sesamol,Sesamolin,Sesamolinol,Sinapaldehyde,Sinapic acid,Sinapine,Sinensetin,Sitosterol ferulate,"Spinacetin 3-O-(2""-feruloylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside","Spinacetin 3-O-(2""-p-coumaroylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside",Spinacetin 3-O-glucosyl-(1->6)-[apiosyl(1->2)]-glucoside,Spinacetin 3-O-glucosyl-(1->6)-glucoside,Stigmastanol ferulate,Syringaldehyde,Syringaresinol,Syringic acid,Tangeretin,Tetramethylscutellarein,Theaflavin,Theaflavin 3'-O-gallate,"Theaflavin 3,3'-O-digallate",Theaflavin 3-O-gallate,Thymol,Todolactol A,Trachelogenin,Tyrosol,Umbelliferone,Valoneic acid dilactone,Vanillic acid,Vanillin,Verbascoside,Vitisin A,Xanthohumol,Xanthotoxin,[6]-Gingerol,d-Viniferin,e-Viniferin,m-Coumaric acid,o-Coumaric acid,p-Anisaldehyde,p-Coumaric acid,p-Coumaric acid 4-O-glucoside,p-Coumaric acid ethyl ester,p-Coumaroyl glucose,p-Coumaroyl glycolic acid,p-Coumaroyl malic acid,p-Coumaroyl tartaric acid,p-Coumaroyl tartaric acid glucosidic ester,p-Coumaroyl tyrosine,p-Coumaroylquinic acid,p-HPEA-AC,p-HPEA-EA,p-HPEA-EDA,Alkylmethoxyphenols (Sum),Alkylphenols (Sum),Anthocyanins (Sum),Chalcones (Sum),Curcuminoids (Sum),Dihydrochalcones (Sum),Dihydroflavonols (Sum),Flavanols (Sum),Flavanones (Sum),Flavones (Sum),Flavonols (Sum),Furanocoumarins (Sum),Hydroxybenzaldehydes (Sum),Hydroxybenzoic acids (Sum),Hydroxybenzoketones (Sum),Hydroxycinnamaldehydes (Sum),Hydroxycinnamic acids (Sum),Hydroxycoumarins (Sum),Hydroxyphenylacetic acids (Sum),Hydroxyphenylpropanoic acids (Sum),Hydroxyphenylpropenes (Sum),Isoflavonoids (Sum),Lignans (Sum),Methoxyphenols (Sum),Naphtoquinones (Sum),Other polyphenols (Sum),Phenolic terpenes (Sum),Stilbenes (Sum),Tyrosols (Sum),"Polyphenols, total (Sum)"
Aestivalis grape [Black],,"0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","3,960","0,000","0,000","0,000","0,000","0,930","0,000","0,000","0,000","18,720","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","2,060","6,190","0,000","0,000","0,000","16,610","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","6,440","0,000","2,440","0,000","0,000","6,950","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","1,340","0,000","0,000","0,000","2,430","1,520","0,000","0,000","6,200","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,850","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","75,790","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,850","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","76,640"
Acerola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almonds,Mandeln,"1,277","0,000","0,000","0,000","0,460","0,589","0,000","0,000","2,600","0,000","4,926","9,500","8,800","40,000","37,700","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,004","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,105","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,251","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,144","0,583","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,002","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,011","0,000","0,016","0,000","0,000","0,000","0,000","0,000","1,026","0,000","0,000","0,000","0,000","0,000","0,000","0,030","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,091","0,161","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,009","0,000","0,000","80,300","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,261","0,000","0,000","0,000","0,000","0,000","0,000","0,011","0,000","0,000","0,000","0,000","0,000","0,000","0,784","0,000","0,089","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,254","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,070","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,168","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","176,300","0,504","0,000","3,035","0,000","0,000","0,433","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,000","0,109","0,000","0,000","0,000","0,000","0,000","0,000","287,080"
